insurer,file,bytes,pages,has_extractable_text,sample
niva-bupa,policy-wording/niva-bupa/ReAssure_2_Platinum_Plus.pdf,472137,36,True,"ReAssure 2.0_Policy Wordings Product Name: ReAssure 2.0, Product UIN: NBHHLIP26042V022526 1. Preamble This Policy covers Allopathic and AYUSH treatments taken in India ONLY. 2. Definitions It is IMPORTANT You should go through the definition of some words used in the policy. Definition of these may vary from the common understanding and colloquial meaning. If a word is not specifically defined in the following section, it’s common meaning will apply. 2.1. Standard Definitions: 2.1.1. Accident or"
niva-bupa,policy-wording/niva-bupa/ReAssure_2_Titanium_Plus.pdf,472137,36,True,"ReAssure 2.0_Policy Wordings Product Name: ReAssure 2.0, Product UIN: NBHHLIP26042V022526 1. Preamble This Policy covers Allopathic and AYUSH treatments taken in India ONLY. 2. Definitions It is IMPORTANT You should go through the definition of some words used in the policy. Definition of these may vary from the common understanding and colloquial meaning. If a word is not specifically defined in the following section, it’s common meaning will apply. 2.1. Standard Definitions: 2.1.1. Accident or"
niva-bupa,policy-wording/niva-bupa/Senior_First_Gold.pdf,209384,27,True,"Product Name: Senior First, Product UIN: MAXHLIP21575V012021 Senior First Policy Document 1. Preamble This Policy covers Allopathic and AYUSH treatments taken in India ONLY. Expense incurred outside the policy period will NOT be covered. Unutilized Sum Insured will expire at the end of policy year. All applicable benefits and details are mentioned in your Policy Schedule. 2. Definitions 2.1. Standard Definitions I. Accident or Accidental means a sudden, unforeseen and involuntary event caused by"
niva-bupa,policy-wording/niva-bupa/Senior_First_Platinum.pdf,209384,27,True,"Product Name: Senior First, Product UIN: MAXHLIP21575V012021 Senior First Policy Document 1. Preamble This Policy covers Allopathic and AYUSH treatments taken in India ONLY. Expense incurred outside the policy period will NOT be covered. Unutilized Sum Insured will expire at the end of policy year. All applicable benefits and details are mentioned in your Policy Schedule. 2. Definitions 2.1. Standard Definitions I. Accident or Accidental means a sudden, unforeseen and involuntary event caused by"
star-health-care,policy-wording/star-health-care/Assure.pdf,4606591,16,True,"1 of 16Unique Identiﬁcation No.: SHAHLIP23131V022223Star Health Assure Insurance Policy POL / SHA / V.9 / 2024 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. A. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes re"
star-health-care,policy-wording/star-health-care/Cancer_Care_Platinum.pdf,1214202,10,True,"1 of 10Unique Identiﬁcation No.: SHAHLIP22031V022122 Star Cancer Care Platinum Insurance Policy POL / SCCP / V.9 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. In consideration of the premium paid, subject to the terms, conditions, exclusions and deﬁnitions contained herein the Company agrees as per the details given in the Coverage section A. DEFINITIONS STANDARD DEFINITION Accident"
star-health-care,policy-wording/star-health-care/Cardiac_Care_Platinum.pdf,2454563,10,True,"1 of 10Unique Identiﬁcation No.: SHAHLIP22033V022122Star Cardiac Care Insurance Policy-Platinum POL / CAR-P / V.8 / 2025 PREAMBLE The proposal and declaration given by the proposer and other documents shall be the basis of this contract and is deemed to be incorporated herein. In consideration of the premium paid, subject to the terms, conditions, exclusions and definitions contained herein the Company agrees as per the details given in the Coverage section that if during the period stated in th"
star-health-care,policy-wording/star-health-care/Comprehensive.pdf,603656,14,True,"1 of 14 Policy WordingsStar Health and Allied Insurance Company Limited Star Comprehensive Insurance Policy Unique Identification No.: SHAHLIP25037V082425 POL / COMP / V.23 / 2024 STAR COMPREHENSIVE INSURANCE POLICY Unique Identification No.: SHAHLIP25037V082425 STAR HEALTH AND ALLIED INSURANCE COMPANY STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITEDLIMITED Registered Office : No. 1, New Tank Street, Valluvar Kottam High Road, Nungambakkam, Chennai - 600 034. Phone : 044 - 28288800 Corporate Off"
star-health-care,policy-wording/star-health-care/Diabetes_Safe.pdf,808270,10,True,"Diabetes Safe Insurance Policy Unique Identiﬁcation No.: SHAHLIP23081V082223 POL / DIA / V.20 / 2025 1 of 10 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS (APPLICABLE FOR PLAN A AND PLAN B) STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means cont"
star-health-care,policy-wording/star-health-care/Family_Health_Optima.pdf,603141,35,True,"STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED | POLICY WORDINGS 1 / 35Family Health Optima Insurance Plan | UIN : SHAHLIP25039V082425 | POL / FHO / V.25 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. Definitions STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness m"
star-health-care,policy-wording/star-health-care/Health_Premier.pdf,1117673,12,True,"1 of 12Unique Identiﬁcation No.: SHAHLIP22226V012122Star Health Premier Insurance Policy POL / SHP / V.8 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes r"
star-health-care,policy-wording/star-health-care/Medi_Classic.pdf,1910138,9,True,"1 of 9Unique Identiﬁcation No.: SHAHLIP25038V082425 Medi Classic Insurance Policy (Individual) POL / MCI / V.24 / 2025 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness "
star-health-care,policy-wording/star-health-care/Medi_Classic_Gold.pdf,1910138,9,True,"1 of 9Unique Identiﬁcation No.: SHAHLIP25038V082425 Medi Classic Insurance Policy (Individual) POL / MCI / V.24 / 2025 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness "
star-health-care,policy-wording/star-health-care/Red_Carpet_Senior_Citizen.pdf,1488241,10,True,"1 of 10Unique Identiﬁcation No.: SHAHLIP25027V072425 Senior Citizens Red Carpet Health Insurance Policy POL / SCRC / V.20 / 2025 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. 1. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period o"
star-health-care,policy-wording/star-health-care/Smart_Health_Pro.pdf,1570114,14,True,"1 of 14Unique Identiﬁcation No.: SHAHLIP23172V012223Smart Health Pro POL / SHPRO / V.3 / 2024 Preamble The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. SECTION I - DEFINITIONS Standard Deﬁnitions Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes relapse wit"
star-health-care,policy-wording/star-health-care/Special_Care.pdf,1945843,6,True,"1 of 6Unique Identiﬁcation No.: SHAHLIP21243V022021 Star Special Care POL / SSC / V.13 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes relapse within 45 d"
star-health-care,policy-wording/star-health-care/Special_Care_Gold.pdf,2171745,8,True,"1 of 8Unique Identiﬁcation No.: SHAHLIP23182V012223Special Care Gold, Star Health and Allied Insurance Company Limited POL / SCG / V.6 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. This policy is specially designed for, A) Disability Cover : Covering Persons with Disability as per The Rights of Persons with Disabilities Act, 2016. The cover under this policy is available for persons"
star-health-care,policy-wording/star-health-care/Star_Health_Gain.pdf,1344262,8,True,"1 of 8Unique Identiﬁcation No.: SHAHLIP21262V032021Star Health Gain Insurance Policy POL / GAIN / V.18 / 2025 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and inclu"
star-health-care,policy-wording/star-health-care/Super_Star.pdf,406099,37,True,"SUPER STAR | UIN : SHAHLIP25036V012425 | POL / SS / V.1 / 2024 1 / 37 The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. Section I - Definitions STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes relapse within 45 days from the date of las"
star-health-care,policy-wording/star-health-care/Super_Surplus_Gold.pdf,1024871,10,True,"1 of 10Unique Identiﬁcation No.: SHAHLIP22034V062122Star Super Surplus (Floater) Insurance Policy POL / SSF / V.18 / 2025 PREAMBLE The proposal, declaration and other documents if any given by the proposer form the basis of this policy of insurance I. DEFINITIONS (Applicable for Both Silver Plan and Gold Plan) STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous p"
star-health-care,policy-wording/star-health-care/Women_Care.pdf,1078447,15,True,"1 of 15Unique Identiﬁcation No.: SHAHLIP23132V022223Star Women Care Insurance Policy POL / SWC / V.11 / 2025 PREAMBLE The proposal, declaration and other documents given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I. DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes rela"
star-health-care,policy-wording/star-health-care/Young_Star.pdf,1317265,12,True,"1 12 of Unique Identiﬁcation No.: SHAHLIP25035V052425Young Star Insurance Policy POL / YSI / V.12 / 2024 PREAMBLE The proposal, declaration and other documents if any given by the proposer shall be the basis of this Contract and is deemed to be incorporated herein. I . DEFINITIONS STANDARD DEFINITIONS Accident: An accident means sudden, unforeseen and involuntary event caused by external, visible and violent means. Any one illness: Any one illness means continuous period of illness and includes "
